asn,ip,bgp_prefix,country,registry,allocated,as_name
278,2001:1218:6019::1,2001:1218:6019::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:601a::1,2001:1218:601a::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:601c::1,2001:1218:601c::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:601d::1,2001:1218:601d::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:601e::1,2001:1218:601e::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:601f::1,2001:1218:601f::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6020::1,2001:1218:6020::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6021::1,2001:1218:6021::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6026::1,2001:1218:6026::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6027::1,2001:1218:6027::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6028::1,2001:1218:6028::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:602f::1,2001:1218:602f::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6030::1,2001:1218:6030::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6031::1,2001:1218:6031::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6032::1,2001:1218:6032::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6034::1,2001:1218:6034::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6035::1,2001:1218:6035::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6036::1,2001:1218:6036::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6037::1,2001:1218:6037::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:603c::1,2001:1218:603c::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:603d::1,2001:1218:603d::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6041::1,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6045::1,2001:1218:6045::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6046::1,2001:1218:6046::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:604c::1,2001:1218:604c::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:604d::1,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6051::1,2001:1218:6051::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6054::1,2001:1218:6054::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6055::1,2001:1218:6055::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6058::1,2001:1218:6058::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:6061::1,2001:1218:6061::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60b1::1,2001:1218:60b1::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60b3::1,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60b4::1,2001:1218:60b4::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60b8::1,2001:1218:60b8::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60bb::1,2001:1218:60bb::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60bd::1,2001:1218:60bd::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60bf::1,2001:1218:60bf::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:60c0::1,2001:1218:60c0::/48,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:7000:ffff::,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:7000:ffff::1,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::132,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::133,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::144,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::155,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::165,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::166,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::183,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::200,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::202,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:8000::210,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:801:203:64::250,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
278,2001:1218:c01:203:237::250,2001:1218::/32,MX,lacnic,2005-06-29,"AS278 - Universidad Nacional Autonoma de Mexico, MX"
28467,2001:1225::1,2001:1225::/32,MX,lacnic,2025-05-22,"AS28467 - OPTICAL LINE TERMINAL SAS DE CV, MX"
28467,2001:1225::2,2001:1225::/32,MX,lacnic,2025-05-22,"AS28467 - OPTICAL LINE TERMINAL SAS DE CV, MX"
273280,2001:1226:1000::1,2001:1226:1000::/40,MX,lacnic,2025-06-18,"AS273280 - Jorge Juarez Luna, MX"
273280,2001:1226:1100::1,2001:1226:1100::/40,MX,lacnic,2025-06-18,"AS273280 - Jorge Juarez Luna, MX"
273285,2001:1229:100::1,2001:1229:100::/40,MX,lacnic,2025-07-25,"AS273285 - GRU TELCOM SA DE CV, MX"
273285,2001:1229:200::1,2001:1229:200::/40,MX,lacnic,2025-07-25,"AS273285 - GRU TELCOM SA DE CV, MX"
273285,2001:1229::1,2001:1229::/40,MX,lacnic,2025-07-25,"AS273285 - GRU TELCOM SA DE CV, MX"
273285,2001:1229::2,2001:1229::/40,MX,lacnic,2025-07-25,"AS273285 - GRU TELCOM SA DE CV, MX"
273286,2001:122a:0:f:6238:e0ff:fe9e:f79c,2001:122a::/32,MX,lacnic,2025-07-08,"AS273286 - Luis Daniel Soto Ramirez, MX"
NA,2001:122c:10a:3::2,NA,MX,lacnic,2009-12-28,NA
32098,2001:1238:1:2::1,2001:1238::/32,MX,lacnic,2006-01-13,"TRANSTELCO-INC - Transtelco Inc, US"
32098,2001:1238:1:3::,2001:1238::/32,MX,lacnic,2006-01-13,"TRANSTELCO-INC - Transtelco Inc, US"
32098,2001:1238:1:3::1,2001:1238::/32,MX,lacnic,2006-01-13,"TRANSTELCO-INC - Transtelco Inc, US"
32098,2001:1238:1:3::3,2001:1238::/32,MX,lacnic,2006-01-13,"TRANSTELCO-INC - Transtelco Inc, US"
32098,2001:1238::6:115,2001:1238::/32,MX,lacnic,2006-01-13,"TRANSTELCO-INC - Transtelco Inc, US"
11172,2001:1248:1:110f:ff:ff00:c8bc:3d3a,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:1ff:ff:ff00:c8bc:3d39,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6300:face:b00c:0:a7,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6300:face:b00c:1155:a59,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6300:face:b00c:3333:1b26,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6300:face:b00c:3333:7020,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6300:face:b00c:3333:a3f,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:6301:5b76:10b0:34d6:d8ab,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:1:63ff:ff:ff00:c997:1952,2001:1248:1::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2118::1,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2123::1,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2133::1,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2136::1,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:213f:f001:ebb2:f19d:ab7f:5cea,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:213f:f001:ebb2:f19d:ab7f:5ceb,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:213f:f018:bbc4:ae8c:82da:5001,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:213f:f023:e1d5:2d03:1fed:410a,2001:1248:2100::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:216e::1,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f009:4ce7:f84e:eb8f:510a,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f017:95da:cf7b:39f:510a,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f025:2ff2:7dd4:febc:264b,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f02c:8a97:6a6d:ed7d:1,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f02c:8a97:6a6d:ed7d:10a,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f033:7559:2f55:5c55:810a,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:217f:f037:8ace:26a3:ac0d:8001,2001:1248:2140::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2187::1,2001:1248:2180::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:218f::1,2001:1248:2180::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21bf:f007:246b:9f81:cf1d:c001,2001:1248:2180::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21bf:f00f:620d:dd9b:c65e:110a,2001:1248:2180::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21d2::1,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21d4::1,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ef::1,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21fd::1,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ff:f004:627f:de10:a731:5001,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ff:f004:627f:de10:a731:510a,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ff:f012:ae75:246a:b401:710a,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ff:f03d:e753:9c4e:cf4b:6001,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:21ff:f03d:e753:9c4e:cf4b:610a,2001:1248:21c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:222d::1,2001:1248:2200::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:223f:f010:eb6f:8c4a:1526:a10a,2001:1248:2200::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:223f:f010:eb6f:8c4a:1526:a10b,2001:1248:2200::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:224a::1,2001:1248:2240::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:227f:f00a:89e7:9ba7:d016:1,2001:1248:2240::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22a3::1,2001:1248:22a3::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22be::1,2001:1248:22be::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f023:d0b1:3818:8167:e001,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f023:d0b1:3818:8167:e10a,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f026:ddec:e41:c952:6e1a,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f026:ddec:e41:c952:6e1b,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f03e:e230:664c:3982:1,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22bf:f03e:e230:664c:3982:10a,2001:1248:2280::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:22d8::1,2001:1248:22c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:233f:f01c:87fa:82c7:7cc7:72ab,2001:1248:2300::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2408::1,2001:1248:2408::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:240b::1,2001:1248:240b::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:242d::1,2001:1248:242d::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f008:cf07:c51c:6601:b001,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f008:cf07:c51c:6601:b10a,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f009:76c5:5ce9:c527:614b,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f00b:1e3b:a5b7:d887:c001,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f00b:1e3b:a5b7:d887:c10a,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f02d:27b:92ff:4165:8001,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:243f:f02d:27b:92ff:4165:810a,2001:1248:2400::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2465::1,2001:1248:2465::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2475::1,2001:1248:2475::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:247f:f025:d743:1118:a3c7:8001,2001:1248:2440::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:247f:f025:d743:1118:a3c7:810a,2001:1248:2440::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:247f:f035:f18f:1cf7:da07:4001,2001:1248:2440::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:247f:f035:f18f:1cf7:da07:410a,2001:1248:2440::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24a6::1,2001:1248:24a6::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24bf:f026:74f7:148f:4a34:6001,2001:1248:2480::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24bf:f026:74f7:148f:4a34:610a,2001:1248:2480::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24bf:f033::2,2001:1248:2480::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24bf:f03a:5275:7414:8aaa:910a,2001:1248:2480::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24fc::1,2001:1248:24fc::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24ff:f019:acfd:79e4:1403:e90a,2001:1248:24c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24ff:f03c:9eac:bc8e:df59:d001,2001:1248:24c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:24ff:f03c:9eac:bc8e:df59:d10a,2001:1248:24c0::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2636::1,2001:1248:2636::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:263f:36:c0e6:7746:12d2:8001,2001:1248:2600::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:263f:36:c0e6:7746:12d2:810a,2001:1248:2600::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:263f:38:fa24:5883:1b93:23db,2001:1248:2600::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2643::1,2001:1248:2643::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2676::1,2001:1248:2676::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f003:119:91bb:f92a:e001,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f003:119:91bb:f92a:e10a,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f026:af08:10a5:95aa:7c1a,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f026:af08:10a5:95aa:7c1b,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f036:cea2:4e92:43c2:7001,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f036:cea2:4e92:43c2:710a,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f03a:feef:89a:ae7:6001,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:267f:f03a:feef:89a:ae7:610a,2001:1248:2640::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2685::1,2001:1248:2685::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2690::1,2001:1248:2690::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f005:45e4:9047:eaea:7001,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f005:45e4:9047:eaea:710a,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f00b:691f:668:20ea:a6ba,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f00b:691f:668:20ea:a6bb,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f010:b47c:f565:df72:6001,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f010:b47c:f565:df72:610a,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f028:8ccd:8770:d58c:d001,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:26bf:f028:8ccd:8770:d58c:d10a,2001:1248:2680::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2:100f:ff:ff00:c85e:5dd6,2001:1248:2::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:2:1910:9e54:9b5a:692e:1a1a,2001:1248:2::/48,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:300a::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3013::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3020::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3024::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3027::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:302b::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3032::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:3035::1,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:303f:f001:e9e:99b4:d418:f001,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:303f:f001:e9e:99b4:d418:f10a,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:303f:f001:e9e:99b4:d418:f10b,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:303f:f009:43a6:2197:3cc:f17f,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
11172,2001:1248:303f:f00a:69d8:8523:f480:6001,2001:1248:3000::/42,MX,lacnic,2008-01-08,"AS11172 - Alestra, S. de R.L. de C.V., MX"
